City,State,Number of Killed,% of killed who carried gun,% of killed who were unarmed,% of killed who were race A,% of killed who were race B,% of killed who were race H,% of killed who were race N,% of killed who were race O,% of killed who had sign of mental illness,% of killed who were male,% of killed who attacked,% of killed whose threat undertermined,% of killed who were fleeing,% of killed whose killer had body camera on,% of killed age 10 and below,% of killed 30 and below,% of killed 50 and below
Wabash,IN,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Waco,TX,4,0,0,0,0.25,0,0,0,0,1,0.5,0,0.25,0,0,0,0.75
Wadesboro,NC,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Wadsworth,OH,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Wagoner,OK,2,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0.5,1
Wailuku,HI,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
Wake County,NC,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Wake Forest,NC,2,0.5,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0.5,1
Waldoboro,ME,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Wales,ME,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Walla Walla,WA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Walloon Lake,MI,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Walls,MS,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Walnut Creek,CA,2,0,0.5,0,0.5,0.5,0,0,0.5,1,0.5,0,0.5,0.5,0,0.5,1
Walter Hill,TN,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Walterboro,SC,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Walton County,GA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Walton,IN,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Walton,WV,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Wamego,KS,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Wapato,WA,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Warren County,KY,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Warren,AR,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Warren,MI,2,1,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0.5
Warren,OH,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Warrenton,OR,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Warrenville,SC,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Warwick,NY,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Wasco,CA,2,0,0,0,0,1,0,0,0.5,1,0.5,0,0,0,0,0.5,1
Washington County,AL,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
Washington County,OR,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
Washington Court House,OH,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Washington Park,IL,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
Washington Township,OH,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Washington,DC,15,0.533333333,0.133333333,0,0.866666667,0,0,0,0.133333333,0.8,0.733333333,0,0.333333333,0.266666667,0,0.333333333,0.866666667
Washington,NC,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Washington,PA,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Washita County,OK,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Washoe,NV,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wasilla,AK,6,0.5,0.166666667,0,0.166666667,0,0,0,0,1,0.666666667,0,0.5,0,0,0.333333333,1
Watagua,TX,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Watauga County,NC,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Watauga,TX,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Water Valley,MS,2,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0.5,1
Waterbury,CT,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Waterford Township,MI,2,1,0,0,0,0,0,0,1,1,0.5,0,0.5,0,0,0.5,1
Watertown,WI,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Waterville,ME,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Watkins,CO,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Watsonsville,CA,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
Watsonville,CA,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1
Watts,OK,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Waukegan,IL,2,0,0.5,0,0.5,0.5,0,0,0,1,0.5,0,1,1,0,0.5,1
Waukesha,WI,4,0.75,0,0,0,0,0,0,0.75,1,0.5,0,0,0,0,0,0.75
Wausau,WI,2,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,1
Wauwatosa,WI,3,0.666666667,0,0,0.666666667,0.333333333,0,0,0.333333333,1,0.333333333,0,0.333333333,0.333333333,0,1,1
Waverly,OH,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Wayne County,KY,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Wayne County,WV,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Wayne,NJ,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Waynesboro,VA,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Weatherford,TX,4,0.25,0,0,0.25,0,0,0,0.25,1,0,0.25,0.75,0,0,0.25,1
Webster City,IA,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Webster Groves,MO,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Webster,MA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Webster,TX,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Weeki Wachi,FL,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Weippe,ID,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Weirton,WV,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Weitchpec,CA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
Welch,WV,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Welches,OR,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Welcome,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wellington,FL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wellington,UT,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1
Wellman,IA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Wenatchee,WA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wendell,ID,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Weslaco,TX,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1
Wesson,MS,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
West Allis,WI,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
West Burlington,IA,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
West Carson,CA,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
West Chester,PA,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
West Covina,CA,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
West Des Moines,IA,2,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,1
West Fargo,ND,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
West Goshen,CA,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1
West Haven,CT,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
West Jordan,UT,6,0.666666667,0,0,0.166666667,0.166666667,0,0,0.166666667,1,0.5,0,0.5,0,0,0.666666667,1
West Kendall,FL,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
West Kewaunee,WI,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
West Knox,TN,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
West Linn,OR,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
West Memphis,AR,4,0.25,0,0,0.75,0,0,0,0,0.75,0.5,0,0.75,0,0,0,0.5
West Milford,WV,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
West Monroe,LA,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
West Odessa,TX,2,0,0,0,0,0.5,0,0,0,1,0,0.5,0.5,0,0,0,1
West Olive,MI,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
West Ouachita,LA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
West Palm Beach,FL,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
West Sacramento,CA,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
West Springfield,MA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
West Terre Haute,IN,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
West Valley City,UT,2,0,0.5,0,0.5,0,0,0,0,1,0,0,0.5,1,0,0.5,1
West Wendover,NV,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Westborough,MA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Westerville,OH,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
Westlake,OH,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Westminister,CO,2,0.5,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,1
Westminster,CA,2,0.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Westminster,CO,9,0.666666667,0,0,0,0.222222222,0,0,0,1,0.666666667,0,0.444444444,0,0,0.555555556,1
Westminster,MD,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Weston,WI,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Westover,AL,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Wethersfield,CT,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
Wetumka,OK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wewoka,OK,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Weymouth,MA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Wheeling,MO,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Whitby,WV,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
White Lake,SD,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
White Plains,KY,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
White,GA,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Whitehall,LA,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Whitehall,OH,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Whitehaven,TN,2,0.5,0,0,1,0,0,0,0,1,0.5,0,0,0.5,0,0.5,1
Whitewright,TX,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Whitfield County,GA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Whittier,CA,3,0,0,0,0,1,0,0,0,1,0.333333333,0,0.333333333,0,0,0.333333333,1
Wichita Falls,TX,2,0.5,0,0,0,0.5,0,0,0,1,0.5,0.5,0.5,0,0,0.5,1
Wichita,KS,13,0.461538462,0.153846154,0,0,0.230769231,0,0,0.153846154,0.923076923,0.615384615,0,0.538461538,0.076923077,0,0.538461538,1
Wilburton,OK,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Wilderville,OR,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Wilhoit,AZ,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Wilkesboro,NC,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Wilkinsburg,PA,3,0.333333333,0,0,1,0,0,0,0.333333333,1,1,0,0.333333333,0,0,0.333333333,1
Williamsburg,KY,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Williamsport,PA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Willis,TX,2,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,1
Willits,CA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Willoughby,OH,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
Wilmington,CA,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Wilmington,DE,6,0.666666667,0,0,0.5,0,0,0,0.333333333,1,0.333333333,0.166666667,0.5,0.166666667,0,0.666666667,1
Wilmington,NC,3,1,0,0,0,0,0,0,0.666666667,1,0.666666667,0,0,0,0,0.333333333,0.333333333
Wilmore,KY,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Wilson,NC,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
Wilsonville,OR,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wimberley,TX,2,1,0,0,0,0,0,0,1,1,1,0,0.5,0,0,0.5,1
Winchester,CA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Winchester,MA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Winchester,TN,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Winchester,VA,2,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0,1,0,0,1
Windsor,CA,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Wink,TX,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Winn Parish,LA,2,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.5
Winnie,TX,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Winnsboro,LA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Winooski,VT,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1
Winslow,AZ,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
Winslow,NJ,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
WInston Salem,NC,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Winston-Salem,NC,2,1,0,0,1,0,0,0,0,1,0.5,0,0,0,0,0,0.5
Winter Haven,FL,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.5,1
Winters,TX,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Wise County,VA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Wolf Creek,OR,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Wolfe City,TX,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Wolfe County,KY,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wood County,TX,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Wood County,WV,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Wood Lake,ND,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
Woodbridge,NJ,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Woodbridge,VA,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Woodford,VA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Woodland,WA,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Woodlawn,MD,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
Woodstock,GA,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Woodville,CA,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
Woodville,GA,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Wyoming,MI,2,1,0,0,0.5,0,0,0,0.5,1,1,0,0,0,0,0.5,1
Wythe County,VA,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Wytheville,VA,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Yakima,WA,4,0.75,0,0,0,0.25,0,0,0.25,1,0.75,0.25,0.25,0.25,0,0.5,1
Yellville,AR,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Yerington,NV,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yonkers,NY,2,0.5,0.5,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0.5
Yorba Linda,CA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
York County,PA,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
York County,VA,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
York,NE,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
York,PA,2,0.5,0,0,0.5,0,0,0,0.5,1,0.5,0,0,0,0,0.5,1
York,SC,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
York,WI,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
Youngtown,AZ,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
Yreka,CA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Yuba City,CA,2,1,0,0.5,0,0.5,0,0,0,1,1,0,0.5,0,0,0,1
Yucca Valley,CA,2,1,0,0,0,0.5,0,0,0,1,1,0,0.5,0,0,0,1
Yulee,FL,2,0,0,0,0.5,0,0,0,0,1,1,0,1,0,0,0,1
Yuma,AZ,4,0.25,0,0,0,0.5,0,0,0,0.5,0,0.25,0,0,0,0.25,0.75
Zanesville,OH,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Zion,IL,2,0.5,0,0,0.5,0,0,0,0.5,1,0.5,0,1,0,0,0.5,1
