,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_group,Year
3175,2018-03-16,shot,other,28.0,M,W,Elk Plain,WA,True,other,no flee,False,True,20-30,2018
3176,2018-03-16,shot,other,62.0,M,W,Burnsville,NC,False,other,unknown,False,True,60-70,2018
3177,2018-03-16,shot,other,34.0,M,,Harris County,TX,False,attack,no flee,False,True,30-40,2018
3178,2018-03-17,shot,gun,50.0,M,H,Valley View,CA,False,other,flee,False,True,40-50,2018
3179,2018-03-18,shot,unknown,,M,,Lancaster,TX,False,attack,flee,False,True,,2018
3180,2018-03-18,shot,unarmed,23.0,M,B,Sacramento,CA,False,other,flee,True,True,20-30,2018
3181,2018-03-18,shot,other,40.0,M,H,South El Monte,CA,False,other,flee,False,True,30-40,2018
3182,2018-03-19,shot,gun,50.0,M,N,Utica,KY,False,attack,flee,False,True,40-50,2018
3183,2018-03-19,shot,other,50.0,M,W,Lone Rock,AR,False,other,no flee,False,True,40-50,2018
3184,2018-03-19,shot,unarmed,27.0,M,A,Denver,CO,False,other,flee,False,True,20-30,2018
3185,2018-03-19,shot and Tasered,other,35.0,M,B,Greenville,SC,False,other,no flee,True,True,30-40,2018
3186,2018-03-20,shot,gun,32.0,M,W,Scott County,KY,False,attack,no flee,False,True,30-40,2018
3187,2018-03-20,shot,gun,56.0,M,W,Timberlake,NC,True,attack,no flee,False,True,50-60,2018
3188,2018-03-20,shot,gun,20.0,M,W,Winter Haven,FL,True,attack,no flee,False,True,10-20,2018
3189,2018-03-20,shot,gun,56.0,M,W,Princeton,NJ,True,other,no flee,False,True,50-60,2018
3190,2018-03-21,shot,gun,39.0,M,N,Owasso,OK,True,attack,no flee,True,True,30-40,2018
3191,2018-03-21,shot,other,47.0,M,W,Mannford,OK,True,other,no flee,False,True,40-50,2018
3192,2018-03-21,shot,gun,25.0,M,W,Amelia Island,FL,True,attack,no flee,False,True,20-30,2018
3193,2018-03-21,shot,gun,21.0,M,A,San Francisco,CA,False,attack,no flee,False,True,20-30,2018
3194,2018-03-21,shot,other,18.0,M,H,Littlefield,TX,False,attack,flee,False,True,10-20,2018
3195,2018-03-22,shot,gun,36.0,M,H,Aurora,IL,False,attack,flee,False,True,30-40,2018
3196,2018-03-22,shot,unarmed,35.0,M,B,Greenspoint,TX,True,attack,no flee,False,True,30-40,2018
3197,2018-03-23,shot,gun,29.0,M,W,Abilene,TX,False,attack,no flee,False,True,20-30,2018
3198,2018-03-23,shot,unarmed,32.0,M,,Bogalusa,LA,False,attack,no flee,False,True,30-40,2018
3199,2018-03-23,shot,gun,20.0,M,H,Childress,TX,False,attack,flee,False,True,10-20,2018
3200,2018-03-23,shot,unknown,30.0,M,B,Largo,FL,False,attack,no flee,False,True,20-30,2018
3201,2018-03-23,shot,other,40.0,M,W,Genesee Township,MI,False,other,flee,False,True,30-40,2018
3202,2018-03-23,shot,other,48.0,M,H,Douglas,AZ,False,other,no flee,False,True,40-50,2018
3203,2018-03-23,shot,other,,M,,Scottsdale,AZ,False,other,no flee,False,True,,2018
3204,2018-03-23,shot and Tasered,other,23.0,M,W,Phoenix,AZ,False,attack,no flee,False,True,20-30,2018
3205,2018-03-24,shot,unarmed,42.0,M,W,Nikolaevsk,AK,False,attack,no flee,False,True,40-50,2018
3206,2018-03-24,shot,other,20.0,M,N,Anchorage,AK,False,other,flee,False,True,10-20,2018
3207,2018-03-24,shot,gun,25.0,F,W,Columbus,OH,False,attack,no flee,False,True,20-30,2018
3208,2018-03-25,shot,gun,28.0,M,H,Austin,TX,False,attack,no flee,False,True,20-30,2018
3209,2018-03-26,shot,gun,34.0,M,W,Wise County,VA,False,other,flee,False,True,30-40,2018
3210,2018-03-27,shot,gun,41.0,M,H,Sanford,NC,False,attack,no flee,True,True,40-50,2018
3211,2018-03-27,shot,unarmed,24.0,M,W,Midway,FL,True,attack,flee,True,True,20-30,2018
3212,2018-03-27,shot,other,29.0,M,W,Nampa,ID,False,undetermined,no flee,False,True,20-30,2018
3213,2018-03-27,shot,other,33.0,F,W,Montgomery,AL,False,attack,flee,False,True,30-40,2018
3214,2018-03-27,shot,gun,44.0,M,H,Phoenix,AZ,False,attack,no flee,False,True,40-50,2018
3215,2018-03-28,shot,gun,31.0,M,W,Stillwater,OK,True,other,no flee,False,True,30-40,2018
3216,2018-03-28,shot,gun,26.0,M,W,Lower Macungie Township,PA,False,attack,flee,False,True,20-30,2018
3217,2018-03-28,shot,gun,51.0,M,W,Elizabethtown,KY,False,attack,no flee,False,True,50-60,2018
3218,2018-03-28,shot,unknown,64.0,M,W,Sylacauga,AL,False,attack,flee,False,True,60-70,2018
3219,2018-03-28,shot,gun,29.0,M,W,Swansea,SC,True,other,flee,False,True,20-30,2018
3220,2018-03-28,shot,other,61.0,M,W,Surprise,AZ,False,other,no flee,False,True,60-70,2018
3221,2018-03-29,shot,gun,44.0,M,H,Pasadena,TX,True,attack,flee,True,True,40-50,2018
3222,2018-03-29,shot,gun,39.0,M,B,Charleston,WV,True,attack,flee,False,True,30-40,2018
3223,2018-03-29,shot,gun,35.0,M,W,Clarksville,TN,False,other,flee,False,True,30-40,2018
3224,2018-03-29,shot and Tasered,other,39.0,M,W,Las Vegas,NV,False,other,no flee,True,True,30-40,2018
3225,2018-03-30,shot,gun,60.0,M,B,Winston-Salem,NC,False,other,no flee,False,True,50-60,2018
3226,2018-03-30,shot,other,42.0,M,W,Atwater,CA,False,other,no flee,False,True,40-50,2018
3227,2018-03-31,shot,other,27.0,M,W,Guthrie,OK,False,attack,no flee,False,True,20-30,2018
3228,2018-03-31,shot,unknown,21.0,M,H,Reno,NV,False,attack,no flee,False,True,20-30,2018
3229,2018-04-01,shot,gun,33.0,M,H,San Antonio,TX,False,other,no flee,False,True,30-40,2018
3230,2018-04-01,shot,gun,60.0,M,B,New Llano,LA,False,attack,no flee,False,True,50-60,2018
3231,2018-04-01,shot,gun,24.0,M,W,Goodbee,LA,False,attack,flee,False,True,20-30,2018
3232,2018-04-01,shot,gun,41.0,M,B,Tampa,FL,False,attack,flee,False,True,40-50,2018
3233,2018-04-01,shot,other,41.0,M,B,Greenville,NC,False,other,no flee,False,True,40-50,2018
3234,2018-04-01,shot,gun,34.0,M,B,Jackson,MI,True,attack,no flee,False,True,30-40,2018
3235,2018-04-01,shot,other,23.0,M,H,Brownsville,TX,True,other,no flee,False,True,20-30,2018
3236,2018-04-01,shot,other,38.0,M,W,Belton,MO,False,other,unknown,False,True,30-40,2018
3237,2018-04-01,shot,gun,58.0,M,W,Phoenix,AZ,False,other,flee,False,True,50-60,2018
3238,2018-04-03,shot,gun,49.0,M,W,Huntsville,AL,True,undetermined,no flee,True,True,40-50,2018
3239,2018-04-04,shot,other,27.0,M,B,Okmulgee,OK,True,other,no flee,False,True,20-30,2018
3240,2018-04-04,shot,gun,34.0,M,H,Corpus Christi,TX,False,other,flee,False,True,30-40,2018
3241,2018-04-04,shot,other,34.0,M,B,New York,NY,True,attack,no flee,False,True,30-40,2018
3242,2018-04-04,shot,gun,70.0,M,,Molena,GA,False,attack,no flee,False,True,60-70,2018
3243,2018-04-04,shot,gun,44.0,F,W,Phoenix,AZ,False,attack,no flee,False,True,40-50,2018
3244,2018-04-04,shot,gun,30.0,M,W,Mesa,AZ,False,attack,flee,False,True,20-30,2018
3245,2018-04-05,shot,gun,81.0,M,W,Greece,NY,False,attack,no flee,False,True,80-90,2018
3246,2018-04-05,shot,gun,40.0,M,W,Volant,PA,False,attack,no flee,False,True,30-40,2018
3247,2018-04-05,shot,other,27.0,M,B,South Bend,IN,False,other,no flee,False,True,20-30,2018
3248,2018-04-05,shot,other,26.0,M,B,Barstow,CA,False,attack,no flee,False,True,20-30,2018
3249,2018-04-05,shot,gun,18.0,M,A,Fremont,CA,False,attack,flee,False,True,10-20,2018
3250,2018-04-05,shot,gun,59.0,M,W,Reynoldsville,WV,False,other,flee,True,True,50-60,2018
3251,2018-04-05,shot,other,56.0,M,H,South Bend,IN,True,other,no flee,False,True,50-60,2018
3252,2018-04-05,shot,gun,22.0,M,H,Las Vegas,NV,True,attack,no flee,False,True,20-30,2018
3253,2018-04-06,shot,gun,26.0,M,,Marysville,CA,False,attack,flee,False,True,20-30,2018
3254,2018-04-06,shot,gun,34.0,M,A,Las Vegas,NV,False,attack,no flee,False,True,30-40,2018
3255,2018-04-06,shot,other,23.0,M,W,Searcy County,AR,False,attack,flee,False,True,20-30,2018
3256,2018-04-06,shot,gun,36.0,M,W,Federal Way,WA,False,attack,no flee,False,True,30-40,2018
3257,2018-04-07,shot,other,48.0,M,W,Portland,OR,True,other,flee,False,True,40-50,2018
3258,2018-04-07,shot,gun,33.0,M,W,Oroville,CA,False,attack,no flee,False,True,30-40,2018
3259,2018-04-08,shot,other,24.0,M,H,Cathedral City,CA,False,attack,no flee,False,True,20-30,2018
3260,2018-04-08,shot,unarmed,25.0,M,B,Danville,VA,False,other,flee,True,True,20-30,2018
3261,2018-04-08,shot,other,20.0,M,B,West Valley City,UT,False,other,flee,True,True,10-20,2018
3262,2018-04-08,shot,other,45.0,M,W,Louisville,KY,True,other,no flee,True,True,40-50,2018
3263,2018-04-09,shot,gun,29.0,M,W,Reseda,CA,False,other,flee,True,True,20-30,2018
3264,2018-04-09,shot,gun,34.0,M,W,Oaks,OK,False,other,no flee,True,True,30-40,2018
3265,2018-04-09,shot and Tasered,other,23.0,M,W,Troy,MI,False,attack,no flee,False,True,20-30,2018
3266,2018-04-09,shot and Tasered,other,29.0,M,W,Billings,MT,False,attack,no flee,True,True,20-30,2018
3267,2018-04-10,shot,other,44.0,M,W,Billings,MT,False,other,no flee,False,True,40-50,2018
3268,2018-04-10,shot,gun,39.0,M,,Tucson,AZ,False,other,no flee,False,True,30-40,2018
3269,2018-04-10,shot,other,30.0,M,B,Baldwin Hills,CA,True,other,flee,False,True,20-30,2018
3270,2018-04-10,shot,unknown,28.0,M,W,Royal Oak,MI,False,other,flee,False,True,20-30,2018
3271,2018-04-11,shot,gun,71.0,F,W,Winn Parish,LA,False,attack,no flee,False,True,70-80,2018
3272,2018-04-11,shot,gun,25.0,M,B,Gardena,CA,False,attack,no flee,False,True,20-30,2018
3273,2018-04-11,shot,gun,61.0,M,W,Pembroke,NY,True,attack,no flee,True,True,60-70,2018
3274,2018-04-11,shot,other,39.0,M,W,Sparta,NC,False,other,no flee,True,True,30-40,2018
3275,2018-04-11,shot,gun,50.0,M,W,Winn Parish,LA,False,attack,no flee,False,True,40-50,2018
3276,2018-04-12,shot,gun,,M,B,Atlanta,GA,True,attack,no flee,False,True,,2018
3277,2018-04-12,shot,gun,23.0,M,W,Lake Elmo,MN,True,undetermined,no flee,False,True,20-30,2018
3278,2018-04-12,shot,other,39.0,M,B,Helena-West Helena,AR,False,attack,no flee,False,True,30-40,2018
3279,2018-04-12,shot,gun,45.0,M,B,Washington,PA,False,attack,flee,False,True,40-50,2018
3280,2018-04-12,shot,other,,M,,Trinidad,CO,False,other,no flee,False,True,,2018
3281,2018-04-13,shot,other,34.0,M,W,Waco,TX,False,other,no flee,False,True,30-40,2018
3282,2018-04-13,shot,gun,31.0,M,W,Thornton,CO,False,other,flee,False,True,30-40,2018
3283,2018-04-14,shot,gun,55.0,M,H,Millville,NJ,False,other,flee,False,True,50-60,2018
3284,2018-04-14,shot,gun,39.0,M,B,Phoenix,AZ,False,attack,flee,False,True,30-40,2018
3285,2018-04-14,shot,other,32.0,M,W,Carrollton,GA,False,attack,no flee,False,True,30-40,2018
3286,2018-04-14,shot,gun,44.0,M,H,Phoenix,AZ,False,attack,no flee,False,True,40-50,2018
3287,2018-04-14,shot,other,24.0,M,W,Anaheim,CA,True,attack,no flee,True,True,20-30,2018
3288,2018-04-15,shot,other,36.0,M,N,Lodge Grass,MT,False,other,no flee,False,True,30-40,2018
3289,2018-04-17,shot,other,41.0,M,B,Magna,UT,True,attack,flee,False,True,40-50,2018
3290,2018-04-17,shot,unknown,25.0,M,B,Austell,GA,False,attack,flee,False,True,20-30,2018
3291,2018-04-17,shot,other,39.0,M,W,Tishomingo,OK,False,attack,flee,False,True,30-40,2018
3292,2018-04-17,shot,unknown,40.0,M,W,Cumberland County,KY,False,attack,flee,False,True,30-40,2018
3293,2018-04-18,shot,other,32.0,M,W,Douglasville,GA,False,attack,no flee,True,True,30-40,2018
3294,2018-04-18,shot,gun,45.0,M,W,Greene County,MO,False,attack,flee,False,True,40-50,2018
3295,2018-04-18,shot,gun,31.0,M,B,Fort Lauderdale,FL,False,attack,no flee,False,True,30-40,2018
3296,2018-04-18,shot,other,32.0,M,N,Sugar House,UT,True,other,no flee,False,True,30-40,2018
3297,2018-04-18,shot,gun,48.0,M,B,Pavilion Township,MI,False,attack,no flee,False,True,40-50,2018
3298,2018-04-20,shot,other,49.0,M,W,Foresthill,CA,True,other,flee,False,True,40-50,2018
3299,2018-04-20,shot,unarmed,48.0,M,B,Orlando,FL,False,other,no flee,False,True,40-50,2018
3300,2018-04-20,shot,gun,18.0,M,W,Mackinaw,IL,False,attack,no flee,False,True,10-20,2018
3301,2018-04-21,shot,other,48.0,M,W,Boone,IA,False,other,unknown,False,True,40-50,2018
3302,2018-04-21,shot,gun,25.0,M,B,Memphis,TN,False,other,flee,False,True,20-30,2018
3303,2018-04-22,shot,gun,27.0,M,W,West Olive,MI,False,attack,no flee,False,True,20-30,2018
3304,2018-04-22,shot,gun,37.0,M,H,Louisville,KY,False,attack,flee,False,True,30-40,2018
3305,2018-04-24,shot,gun,44.0,M,H,San Antonio,TX,False,other,flee,False,True,40-50,2018
3306,2018-04-24,shot,gun,27.0,M,B,Louisville,KY,False,attack,unknown,True,True,20-30,2018
3307,2018-04-24,shot,gun,,M,,Harmony,TX,True,attack,no flee,False,True,,2018
3308,2018-04-24,shot,gun,,M,,Amarillo,TX,True,attack,no flee,False,True,,2018
3309,2018-04-25,shot,gun,41.0,M,W,Colorado Springs,CO,False,attack,flee,False,True,40-50,2018
3310,2018-04-25,shot,other,42.0,M,B,Louisville,KY,False,attack,no flee,False,True,40-50,2018
3311,2018-04-25,shot,gun,36.0,M,W,Denver,CO,False,other,flee,False,True,30-40,2018
3312,2018-04-25,shot,gun,89.0,M,,Grand Canyon Caverns,AZ,True,attack,no flee,False,True,80-90,2018
3313,2018-04-25,shot,gun,37.0,M,B,Grand Prairie,TX,False,attack,no flee,False,True,30-40,2018
3314,2018-04-26,shot,other,22.0,M,,Vernon,TX,False,attack,flee,False,True,20-30,2018
3315,2018-04-26,shot,other,56.0,F,W,Palermo,CA,False,attack,flee,True,True,50-60,2018
3316,2018-04-26,shot,gun,35.0,M,,Shelby Township,MI,True,attack,no flee,False,True,30-40,2018
3317,2018-04-28,shot,other,36.0,F,B,Johns Creek,GA,True,other,no flee,False,True,30-40,2018
3318,2018-04-28,shot,gun,46.0,M,W,Northglenn,CO,False,other,no flee,False,True,40-50,2018
3319,2018-04-28,shot,gun,26.0,M,H,Elk Grove,CA,False,attack,no flee,False,True,20-30,2018
3320,2018-04-28,shot,gun,41.0,M,W,Casselberry,FL,False,attack,no flee,False,True,40-50,2018
3321,2018-04-29,shot,unarmed,38.0,M,W,Shreveport,LA,False,attack,flee,False,True,30-40,2018
3322,2018-04-29,shot,other,42.0,M,W,Redlands,CA,False,other,no flee,False,True,40-50,2018
3323,2018-04-29,shot,gun,47.0,M,W,Franklin,NC,False,attack,no flee,False,True,40-50,2018
3324,2018-04-29,shot,gun,26.0,M,W,Moorland,IA,False,attack,no flee,False,True,20-30,2018
3325,2018-04-30,shot,other,64.0,M,B,Columbus,OH,False,other,no flee,False,True,60-70,2018
3326,2018-04-30,shot and Tasered,other,59.0,M,,Columbus,OH,False,undetermined,unknown,False,True,50-60,2018
3327,2018-05-01,shot,gun,,M,,San Antonio,TX,False,attack,flee,False,True,,2018
3328,2018-05-01,shot,gun,,M,,Quartzsite,AZ,False,attack,flee,False,True,,2018
3329,2018-05-01,shot,other,49.0,M,W,League City,TX,False,other,no flee,False,True,40-50,2018
3330,2018-05-02,shot,other,44.0,M,W,Box Elder,SD,False,other,unknown,False,True,40-50,2018
3331,2018-05-02,shot,gun,48.0,M,W,Liberty,NC,False,attack,no flee,False,True,40-50,2018
3332,2018-05-02,shot,gun,27.0,M,H,Kansas City,KS,False,other,unknown,False,True,20-30,2018
3333,2018-05-02,shot,gun,67.0,M,B,Dallas,TX,False,attack,no flee,False,True,60-70,2018
3334,2018-05-02,shot,gun,24.0,M,B,Columbus,GA,False,attack,flee,False,True,20-30,2018
3335,2018-05-03,shot,other,26.0,M,H,Orosi,CA,True,attack,no flee,False,True,20-30,2018
3336,2018-05-03,shot,other,28.0,M,W,Sandia,TX,False,attack,no flee,False,True,20-30,2018
3337,2018-05-04,shot,gun,21.0,M,W,Terre Haute,IN,False,attack,flee,False,True,20-30,2018
3338,2018-05-04,shot,other,54.0,M,,Oakfield,ME,False,other,no flee,False,True,50-60,2018
3339,2018-05-05,shot,gun,24.0,M,W,Kettering,OH,False,attack,no flee,False,True,20-30,2018
3340,2018-05-05,shot,gun,51.0,M,,Scottsdale,AZ,False,attack,flee,False,True,50-60,2018
3341,2018-05-05,shot,gun,59.0,M,,Bexar County,TX,True,attack,flee,False,True,50-60,2018
3342,2018-05-05,shot,other,21.0,F,W,Aurora,MO,False,attack,flee,False,True,20-30,2018
3343,2018-05-06,shot,gun,73.0,M,W,Fairview,OH,True,attack,no flee,False,True,70-80,2018
3344,2018-05-06,shot,gun,39.0,M,W,Prague,OK,False,attack,flee,False,True,30-40,2018
3345,2018-05-06,shot,other,32.0,M,B,East Point,GA,False,attack,flee,False,True,30-40,2018
3346,2018-05-06,shot,gun,38.0,M,W,Casper,WY,False,attack,no flee,False,True,30-40,2018
3347,2018-05-07,shot,unknown,32.0,M,H,Orlando,FL,False,attack,flee,False,True,30-40,2018
3348,2018-05-07,shot,gun,26.0,M,W,Tulsa,OK,False,other,no flee,True,True,20-30,2018
3349,2018-05-07,shot,gun,55.0,F,W,Floyd County,GA,False,attack,flee,False,True,50-60,2018
3350,2018-05-07,shot,gun,50.0,M,W,Appleton,WI,True,other,no flee,True,True,40-50,2018
3351,2018-05-07,shot,gun,49.0,F,H,Yuma,AZ,False,other,no flee,False,True,40-50,2018
3352,2018-05-07,shot,gun,48.0,M,W,Hackett,AR,False,attack,no flee,False,True,40-50,2018
3353,2018-05-08,shot,gun,65.0,M,W,Lancaster,PA,False,attack,no flee,False,True,60-70,2018
3354,2018-05-08,shot,other,37.0,M,,Tucson,AZ,False,other,flee,False,True,30-40,2018
3355,2018-05-08,shot,other,37.0,M,W,Glade Spring,VA,False,other,flee,False,True,30-40,2018
3356,2018-05-08,shot,other,45.0,M,H,Greeley,CO,False,other,flee,False,True,40-50,2018
3357,2018-05-09,shot,gun,33.0,M,B,Jackson,MS,False,attack,no flee,False,True,30-40,2018
3358,2018-05-10,shot,other,46.0,M,W,Morristown,TN,False,attack,no flee,False,True,40-50,2018
3359,2018-05-10,shot,gun,33.0,M,W,Lower Burrell,PA,False,other,no flee,False,True,30-40,2018
3360,2018-05-11,shot,gun,51.0,M,,York,WI,False,attack,flee,False,True,50-60,2018
3361,2018-05-11,shot,gun,51.0,M,,Clark County,WI,False,attack,flee,False,True,50-60,2018
3362,2018-05-11,shot,other,33.0,M,W,Haughton,LA,False,other,no flee,False,True,30-40,2018
3363,2018-05-11,shot,gun,51.0,M,W,Evansville,IN,False,attack,flee,False,True,50-60,2018
3364,2018-05-11,shot,gun,52.0,M,W,Talihina,OK,False,attack,no flee,False,True,50-60,2018
3365,2018-05-11,shot,other,24.0,M,N,Blackfoot,ID,False,attack,no flee,False,True,20-30,2018
3366,2018-05-12,shot,gun,55.0,M,W,Columbus,OH,False,attack,flee,False,True,50-60,2018
3367,2018-05-13,shot,other,28.0,M,B,Portsmouth,VA,False,other,no flee,False,True,20-30,2018
3368,2018-05-13,shot,gun,36.0,M,W,Amite,LA,False,attack,no flee,False,True,30-40,2018
3369,2018-05-13,shot,gun,54.0,M,,Carnesville,GA,False,attack,no flee,False,True,50-60,2018
3370,2018-05-13,shot,gun,38.0,M,,Dearborn Heights,MI,False,other,no flee,False,True,30-40,2018
3371,2018-05-14,shot,gun,24.0,M,B,Clinton,MD,False,attack,no flee,False,True,20-30,2018
3372,2018-05-14,shot,unarmed,20.0,M,W,Royal Oak,MI,False,attack,no flee,False,True,10-20,2018
3373,2018-05-14,shot,gun,54.0,M,W,Wales,ME,False,attack,no flee,False,True,50-60,2018
3374,2018-05-14,shot,gun,53.0,M,W,Quincy,IL,False,other,no flee,False,True,50-60,2018
3375,2018-05-14,shot,gun,36.0,M,H,San Antonio,TX,False,attack,no flee,False,True,30-40,2018
3376,2018-05-14,shot and Tasered,unarmed,24.0,M,B,Richmond,VA,False,attack,flee,True,True,20-30,2018
3377,2018-05-15,shot,gun,34.0,M,W,Lake Mary,FL,False,other,flee,False,True,30-40,2018
3378,2018-05-16,shot,other,59.0,M,W,Martins Ferry,OH,False,other,no flee,False,True,50-60,2018
3379,2018-05-17,shot,gun,34.0,M,W,Norman,OK,False,attack,no flee,False,True,30-40,2018
3380,2018-05-18,shot,gun,,M,,Plymouth Township,MI,True,attack,flee,False,True,,2018
3381,2018-05-18,shot,other,29.0,M,H,Laredo,TX,False,other,unknown,False,True,20-30,2018
3382,2018-05-18,shot,other,24.0,M,W,Gresham,OR,False,other,flee,False,True,20-30,2018
3383,2018-05-19,shot,unknown,77.0,M,W,Sunridge,NV,False,attack,unknown,False,True,70-80,2018
3384,2018-05-19,shot,gun,30.0,M,W,Columbus,OH,False,attack,no flee,False,True,20-30,2018
3385,2018-05-19,shot,gun,36.0,M,H,Pueblo,CO,False,attack,no flee,False,True,30-40,2018
3386,2018-05-20,shot,gun,36.0,M,W,Baxter,KY,False,other,flee,False,True,30-40,2018
3387,2018-05-21,shot,gun,58.0,M,W,Joshua Tree,CA,True,attack,flee,False,True,50-60,2018
3388,2018-05-21,shot,unknown,47.0,M,B,West Memphis,AR,False,attack,flee,False,True,40-50,2018
3389,2018-05-22,shot,other,49.0,M,H,Mathis,TX,False,other,no flee,False,True,40-50,2018
3390,2018-05-23,shot,gun,31.0,F,W,Gurnee,IL,False,attack,flee,False,True,30-40,2018
3391,2018-05-23,shot,other,25.0,M,W,Fox Crossing,WI,True,other,no flee,False,True,20-30,2018
3392,2018-05-23,shot,unarmed,20.0,F,H,Rio Bravo,TX,False,attack,no flee,False,True,10-20,2018
3393,2018-05-24,shot,unarmed,30.0,M,W,Citra,FL,False,attack,flee,True,True,20-30,2018
3394,2018-05-24,shot,unarmed,33.0,M,W,Cleveland,OH,True,attack,no flee,False,True,30-40,2018
3395,2018-05-25,shot,other,29.0,M,W,Dumas,TX,False,attack,no flee,False,True,20-30,2018
3396,2018-05-25,shot,other,,M,,Mountain Home,ID,False,other,flee,False,True,,2018
3397,2018-05-25,shot,other,31.0,M,W,Fort Morgan,CO,True,other,no flee,False,True,30-40,2018
3398,2018-05-26,shot,gun,51.0,M,W,Silsbee,TX,False,other,no flee,False,True,50-60,2018
3399,2018-05-27,shot,other,42.0,M,H,San Diego,CA,True,other,no flee,True,True,40-50,2018
3400,2018-05-27,shot,gun,67.0,M,W,Grand Junction,CO,False,attack,no flee,False,True,60-70,2018
3401,2018-05-27,shot,other,,M,,Everton,MO,True,other,no flee,False,True,,2018
3402,2018-05-28,shot,gun,23.0,M,W,West Jordan,UT,False,attack,flee,False,True,20-30,2018
3403,2018-05-29,shot,gun,34.0,M,N,Phoenix,AZ,False,other,no flee,False,True,30-40,2018
3404,2018-05-29,shot,other,51.0,M,H,Riverbank,CA,False,attack,no flee,False,True,50-60,2018
3405,2018-05-29,shot,other,19.0,M,W,Cottonwood Heights,UT,False,other,flee,False,True,10-20,2018
3406,2018-05-30,shot,other,29.0,M,H,Los Angeles,CA,False,attack,flee,True,True,20-30,2018
3407,2018-05-30,shot,gun,23.0,M,B,Florida City,FL,False,undetermined,no flee,False,True,20-30,2018
3408,2018-05-31,shot,other,46.0,F,W,Fullerton,CA,True,other,no flee,False,True,40-50,2018
3409,2018-05-31,shot,other,42.0,M,B,Thomasville,NC,False,attack,flee,False,True,40-50,2018
3410,2018-06-01,shot,unarmed,21.0,M,H,Dundee,FL,False,attack,no flee,False,True,20-30,2018
3411,2018-06-01,shot,other,55.0,M,A,Honolulu,HI,True,attack,no flee,False,True,50-60,2018
3412,2018-06-01,shot,other,,M,W,Torrance,CA,False,other,no flee,False,True,,2018
3413,2018-06-02,shot,unknown,43.0,M,B,Chicago,IL,False,attack,flee,False,True,40-50,2018
3414,2018-06-03,shot,unarmed,32.0,M,H,Chickasha,OK,False,other,flee,False,True,30-40,2018
3415,2018-06-03,shot,other,,M,,Mecca,CA,False,other,no flee,False,True,,2018
3416,2018-06-03,shot,gun,34.0,M,H,Jurupa Valley,CA,False,attack,flee,False,True,30-40,2018
3417,2018-06-04,shot,gun,40.0,M,W,Springfield,MO,False,attack,flee,False,True,30-40,2018
3418,2018-06-05,shot,gun,55.0,M,H,Pearland,TX,True,attack,no flee,False,True,50-60,2018
3419,2018-06-05,shot,gun,20.0,M,W,Wilmington,NC,True,other,no flee,False,True,10-20,2018
3420,2018-06-06,shot,gun,24.0,M,B,Chicago,IL,False,other,unknown,False,True,20-30,2018
3421,2018-06-06,shot,other,43.0,M,H,Merrick,NY,False,other,unknown,False,True,40-50,2018
3422,2018-06-06,shot,gun,56.0,M,W,LaGrange,GA,True,attack,no flee,False,True,50-60,2018
3423,2018-06-06,shot,gun,47.0,M,W,Delaware,OH,True,other,no flee,False,True,40-50,2018
3424,2018-06-07,shot,gun,33.0,M,W,Albuquerque,NM,False,attack,flee,False,True,30-40,2018
3425,2018-06-07,shot,other,20.0,F,W,Austin,TX,False,other,unknown,True,True,10-20,2018
3426,2018-06-07,shot,gun,28.0,M,B,Gary,IN,False,attack,no flee,False,True,20-30,2018
3427,2018-06-07,shot,gun,50.0,M,W,Benton City,WA,False,other,no flee,False,True,40-50,2018
3428,2018-06-08,shot,unarmed,36.0,M,W,Madison County,MS,False,undetermined,no flee,False,True,30-40,2018
3429,2018-06-08,shot,gun,47.0,M,W,Hardwick,NJ,True,attack,flee,False,True,40-50,2018
3430,2018-06-09,shot,other,36.0,F,B,Deptford,NJ,False,other,flee,False,True,30-40,2018
3431,2018-06-09,shot,gun,49.0,M,W,Temple,TX,False,attack,no flee,False,True,40-50,2018
3432,2018-06-10,shot,other,34.0,M,W,Westminister,CO,False,other,flee,False,True,30-40,2018
3433,2018-06-11,shot,unarmed,41.0,M,B,Silver Spring,MD,True,attack,no flee,True,True,40-50,2018
3434,2018-06-11,shot,other,29.0,M,H,Whittier,CA,False,other,flee,False,True,20-30,2018
3435,2018-06-12,shot,gun,34.0,M,B,Danville,IL,False,attack,flee,False,True,30-40,2018
3436,2018-06-12,shot,unarmed,34.0,M,W,Phoenix,AZ,False,other,no flee,False,True,30-40,2018
3437,2018-06-12,shot,gun,22.0,M,B,Washington,DC,False,attack,no flee,False,True,20-30,2018
3438,2018-06-12,shot,gun,26.0,M,B,Monroe,GA,True,attack,unknown,False,True,20-30,2018
3439,2018-06-12,shot,other,32.0,M,W,Hardwick,NJ,False,other,no flee,False,True,30-40,2018
3440,2018-06-13,shot,gun,,M,,Denver,CO,False,attack,flee,False,True,,2018
3441,2018-06-13,shot,gun,44.0,M,W,Pike County,OH,False,attack,no flee,False,True,40-50,2018
3442,2018-06-13,shot,other,21.0,M,W,Eustis,FL,True,attack,no flee,False,True,20-30,2018
3443,2018-06-14,shot,gun,,F,,Denver,CO,False,attack,no flee,False,True,,2018
3444,2018-06-14,shot,gun,29.0,M,H,Hall County,GA,False,attack,flee,False,True,20-30,2018
